,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER
1976,21,2343.98,111.62,91.83,4.37,29-Apr-17,16-Oct-21,77.67,9
2563,19,2098.22,110.43,101.82,5.36,07-Jun-20,16-Oct-21,26.11,9
2630,25,2072.41,82.9,95.81,3.83,07-Oct-20,16-Oct-21,14.96,9
2647,19,2066.83,108.78,91.83,4.83,14-May-17,16-Oct-21,85.05,9
2806,26,2015.83,77.53,91.83,3.53,27-Jun-20,16-Oct-21,18.31,9
3186,21,1908.84,90.9,84.84,4.04,25-Apr-20,16-Oct-21,25.67,9
3244,20,1893.75,94.69,75.85,3.79,12-Sep-20,16-Oct-21,19.95,9
3465,25,1847.3,73.89,75.85,3.03,12-Dec-19,16-Oct-21,26.96,9
3855,18,1761.35,97.85,82.85,4.6,11-Apr-21,16-Oct-21,10.44,9
4221,23,1693.3,73.62,90.85,3.95,21-Nov-20,16-Oct-21,14.3,9
7053,16,1348.46,84.28,74.86,4.68,05-Sep-19,16-Oct-21,48.25,9
8818,9,1214.32,134.92,42.92,4.77,19-Aug-14,16-Oct-21,290.56,9
13764,10,966.75,96.68,39.8,3.98,25-Jun-14,16-Oct-21,267,9
15594,3,903.99,301.33,7.99,2.66,15-Aug-14,16-Oct-21,873,9
109760,5,207.35,41.47,5.95,1.19,29-Jun-14,16-Oct-21,533.2,9
59,39,8319,213.31,110.75,2.84,10-May-14,15-Oct-21,69.62,10
67,54,7961.37,147.43,275.52,5.1,24-Jul-18,15-Oct-21,21.83,10
235,51,5126.79,100.53,127.79,2.51,30-Aug-17,15-Oct-21,29.55,10
238,21,5115.94,243.62,31.94,1.52,30-Mar-20,15-Oct-21,26.86,10
391,22,4260.84,193.67,96.84,4.4,24-Dec-20,15-Oct-21,13.41,10
396,23,4250.32,184.8,42.92,1.87,03-Jun-16,15-Oct-21,85.22,10
446,20,4075.93,203.8,35.93,1.8,21-Aug-20,15-Oct-21,21,10
665,21,3567.95,169.9,77.85,3.71,07-Dec-18,15-Oct-21,49.67,10
668,18,3549.48,197.19,67.88,3.77,04-Mar-19,15-Oct-21,53.11,10
718,28,3434.27,122.65,119.77,4.28,10-Sep-19,15-Oct-21,27.36,10
780,16,3327.85,207.99,50.9,3.18,25-May-20,15-Oct-21,31.75,10
842,24,3241.21,135.05,103.81,4.33,22-Nov-17,15-Oct-21,59.29,10
962,39,3073.83,78.82,136.68,3.5,02-Dec-19,15-Oct-21,17.51,10
1051,22,2974.94,135.22,89.84,4.08,02-May-20,15-Oct-21,24.14,10
1340,16,2694.84,168.43,100.84,6.3,06-Aug-20,15-Oct-21,27.19,10
1549,30,2568.72,85.62,95.82,3.19,15-Mar-16,15-Oct-21,68,10
1849,27,2405.23,89.08,150.73,5.58,15-Mar-19,15-Oct-21,35,10
1935,20,2364.63,118.23,91.83,4.59,08-Apr-19,15-Oct-21,46.05,10
2333,24,2179.26,90.8,76.86,3.2,09-Nov-20,15-Oct-21,14.17,10
2404,19,2151.83,113.25,101.83,5.36,14-Dec-17,15-Oct-21,73.74,10
2784,11,2023.17,183.92,13.97,1.27,26-May-14,15-Oct-21,245.36,10
2980,28,1965.17,70.18,126.77,4.53,28-Apr-20,15-Oct-21,19.11,10
3339,26,1875.33,72.13,123.78,4.76,06-Nov-19,15-Oct-21,27.27,10
3470,16,1846.62,115.41,82.87,5.18,25-Oct-19,15-Oct-21,45.06,10
4088,20,1715.29,85.76,85.84,4.29,15-Dec-19,15-Oct-21,33.5,10
4159,21,1703.1,81.1,107.6,5.12,25-Jun-21,15-Oct-21,5.33,10
4579,21,1639.46,78.07,71.86,3.42,02-Apr-20,15-Oct-21,26.71,10
5115,17,1558.29,91.66,83.89,4.93,09-Jul-19,15-Oct-21,48.76,10
5129,15,1557.16,103.81,71.86,4.79,25-Sep-20,15-Oct-21,25.67,10
5239,23,1540.02,66.96,92.82,4.04,13-May-20,15-Oct-21,22.61,10
5416,26,1514.43,58.25,91.83,3.53,28-Oct-20,15-Oct-21,13.54,10
5835,24,1465.4,61.06,100.8,4.2,30-Oct-20,15-Oct-21,14.58,10
6066,19,1442.46,75.92,74.86,3.94,06-May-20,15-Oct-21,27.74,10
7217,7,1334.95,190.71,30.95,4.42,09-Jan-15,15-Oct-21,353,10
7765,17,1291.51,75.97,73.86,4.34,14-Dec-16,15-Oct-21,103.88,10
8312,13,1251.27,96.25,72.87,5.61,01-Aug-18,15-Oct-21,90.08,10
13614,8,973.01,121.63,27.91,3.49,01-Jan-15,15-Oct-21,309.88,10
16116,10,888.58,88.86,17.93,1.79,16-May-14,15-Oct-21,270.9,10
23346,7,717.45,102.49,5.95,0.85,03-Nov-14,15-Oct-21,362.57,10
35089,4,551.02,137.76,21.97,5.49,30-Jul-14,15-Oct-21,658.5,10
173,32,5635.22,176.1,100.82,3.15,05-Dec-17,14-Oct-21,44.03,11
228,33,5149.71,156.05,113.81,3.45,17-Feb-19,14-Oct-21,29.39,11
364,32,4368.42,136.51,104.82,3.28,02-Sep-20,14-Oct-21,12.72,11
519,35,3864,110.4,76.82,2.19,01-Mar-14,14-Oct-21,79.54,11
589,27,3746.82,138.77,121.77,4.51,08-Sep-18,14-Oct-21,41.93,11
673,23,3545.81,154.17,102.81,4.47,07-Sep-16,14-Oct-21,81,11
838,42,3246.87,77.31,91.82,2.19,09-May-20,14-Oct-21,12.45,11
911,22,3139.78,142.72,31.93,1.45,15-Oct-16,14-Oct-21,82.95,11
1076,26,2942.41,113.17,75.86,2.92,17-Feb-19,14-Oct-21,37.31,11
1114,18,2903.88,161.33,73.88,4.1,10-Aug-18,14-Oct-21,64.5,11
1268,36,2765.67,76.82,98.82,2.75,21-Feb-21,14-Oct-21,6.53,11
1630,27,2523.14,93.45,106.79,3.96,27-Dec-19,14-Oct-21,24.33,11
2375,17,2163.91,127.29,73.41,4.32,03-Nov-19,14-Oct-21,41.82,11
2442,22,2137.4,97.15,81.85,3.72,07-May-19,14-Oct-21,40.5,11
2887,21,1994.79,94.99,113.79,5.42,20-Jul-16,14-Oct-21,91.05,11
3007,18,1956.83,108.71,90.83,5.05,31-Aug-18,14-Oct-21,63.33,11
3789,9,1776.65,197.41,24.95,2.77,23-Jul-14,14-Oct-21,293.33,11
3974,21,1737.8,82.75,118.8,5.66,21-Jun-21,14-Oct-21,5.48,11
4267,11,1686.32,153.3,39.86,3.62,21-Apr-14,14-Oct-21,248.45,11
5245,26,1539.11,59.2,94.81,3.65,26-May-20,14-Oct-21,19.46,11
6011,19,1448.44,76.23,82.84,4.36,13-Jul-18,14-Oct-21,62.58,11
8264,15,1254.26,83.62,79.86,5.32,28-May-20,14-Oct-21,33.6,11
8979,14,1204.87,86.06,82.87,5.92,26-Jun-21,14-Oct-21,7.86,11
36125,5,540.26,108.05,24.91,4.98,28-Nov-14,14-Oct-21,502.4,11
48179,5,439.76,87.95,19.96,3.99,08-Apr-14,14-Oct-21,549.2,11
51330,5,418.34,83.67,6.99,1.4,25-Apr-14,14-Oct-21,545.8,11
99258,3,230.02,76.67,15.02,5.01,19-Jul-14,14-Oct-21,881.33,11
139,20,6022.45,301.12,24.95,1.25,11-Apr-18,13-Oct-21,64.05,12
196,16,5360.83,335.05,71.83,4.49,19-Oct-16,13-Oct-21,113.75,12
199,48,5333.74,111.12,166.59,3.47,08-May-14,13-Oct-21,56.56,12
428,61,4152.11,68.07,208.61,3.42,17-Jan-19,13-Oct-21,16.39,12
437,10,4114.97,411.5,16.97,1.7,02-Jul-20,13-Oct-21,46.8,12
480,43,3972.87,92.39,219.52,5.11,04-Sep-15,13-Oct-21,51.88,12
499,24,3906.84,162.79,79.84,3.33,29-Jan-18,13-Oct-21,56.38,12
520,18,3863.88,214.66,66.88,3.72,08-Apr-20,13-Oct-21,30.72,12
585,21,3759.97,179.05,47.92,2.28,24-Nov-19,13-Oct-21,32.81,12
612,17,3666.45,215.67,52.9,3.11,14-Jul-20,13-Oct-21,26.82,12
618,29,3649.27,125.84,76.87,2.65,14-May-20,13-Oct-21,17.83,12
739,13,3404.46,261.88,47.91,3.69,18-Dec-19,13-Oct-21,51.15,12
757,27,3372.21,124.9,47.91,1.77,09-Jan-20,13-Oct-21,23.81,12
767,28,3349.69,119.63,85.69,3.06,17-Mar-18,13-Oct-21,46.64,12
782,24,3326.49,138.6,81.84,3.41,04-Jun-20,13-Oct-21,20.67,12
809,21,3283.87,156.37,65.87,3.14,16-Jun-20,13-Oct-21,23.05,12
811,29,3283.03,113.21,88.98,3.07,18-Feb-14,13-Oct-21,96.34,12
895,21,3165.91,150.76,78.46,3.74,28-Mar-18,13-Oct-21,61.67,12
1073,25,2947.9,117.92,70.9,2.84,16-Jan-19,13-Oct-21,40.04,12
1357,21,2689.34,128.06,98.99,4.71,11-Apr-21,13-Oct-21,8.81,12
1547,27,2570.55,95.21,84.85,3.14,24-May-20,13-Oct-21,18.78,12
1554,20,2564.5,128.23,87.85,4.39,21-Jun-19,13-Oct-21,42.25,12
1600,25,2539.58,101.58,88.83,3.55,27-Jan-18,13-Oct-21,54.2,12
1614,17,2533.86,149.05,73.86,4.34,20-Mar-19,13-Oct-21,55.18,12
1724,16,2467.64,154.23,87.84,5.49,25-Dec-20,13-Oct-21,18.25,12
1751,27,2448,90.67,104.8,3.88,03-Sep-19,13-Oct-21,28.56,12
1913,22,2373.47,107.89,73.87,3.36,04-Jan-17,13-Oct-21,79.23,12
2121,17,2268.59,133.45,5.99,0.35,03-Jun-14,13-Oct-21,158.18,12
2388,16,2157.07,134.82,76.82,4.8,26-Feb-16,13-Oct-21,128.5,12
2499,23,2118.2,92.1,79.85,3.47,23-May-20,13-Oct-21,22.09,12
2621,18,2076.98,115.39,64.88,3.6,26-Mar-15,13-Oct-21,132.94,12
3316,19,1879.57,98.92,75.87,3.99,09-Mar-19,13-Oct-21,49.95,12
3363,23,1868.53,81.24,88.83,3.86,21-Oct-17,13-Oct-21,63.17,12
3699,16,1793.86,112.12,84.86,5.3,08-Jan-18,13-Oct-21,85.88,12
3711,23,1791.12,77.87,90.82,3.95,29-Nov-18,13-Oct-21,45.61,12
3782,29,1777.63,61.3,110.78,3.82,02-Dec-19,13-Oct-21,23.48,12
4586,26,1638.72,63.03,76.87,2.96,29-Jun-17,13-Oct-21,60.27,12
5387,15,1517.63,101.18,38.68,2.58,18-Feb-14,13-Oct-21,186.27,12
7007,18,1352.56,75.14,77.86,4.33,02-Jul-20,13-Oct-21,26,12
10193,16,1129.35,70.58,84.85,5.3,30-Aug-20,13-Oct-21,25.56,12
10237,4,1126.4,281.6,8.4,2.1,19-Jul-14,13-Oct-21,660.75,12
18404,21,824.92,39.28,93.82,4.47,02-Oct-20,13-Oct-21,17.9,12
32369,7,581.94,83.13,9.94,1.42,16-Apr-14,13-Oct-21,391,12
36512,7,536.95,76.71,25.95,3.71,06-Oct-14,13-Oct-21,366.29,12
89333,3,256.84,85.61,16.89,5.63,15-Nov-14,13-Oct-21,841.33,12
90484,4,253.48,63.37,11.98,3,05-Dec-14,13-Oct-21,626,12
128672,3,175.1,58.37,4.95,1.65,15-Jul-14,13-Oct-21,882.33,12
139649,2,158.95,79.48,4.95,2.48,13-Jul-14,13-Oct-21,1324.5,12
10,47,14309.92,304.47,246.92,5.25,07-Dec-18,12-Oct-21,22.13,13
20,48,12237.79,254.95,107.79,2.25,17-Apr-16,12-Oct-21,41.75,13
68,37,7953.91,214.97,195.66,5.29,10-May-16,12-Oct-21,53.54,13
70,60,7875.48,131.26,137.08,2.28,03-Feb-20,12-Oct-21,10.28,13
100,33,6911.51,209.44,176.71,5.35,04-Jun-14,12-Oct-21,81.42,13
115,52,6404.57,123.16,113.77,2.19,25-Jul-18,12-Oct-21,22.6,13
116,34,6357.05,186.97,111.79,3.29,28-Mar-15,12-Oct-21,70.29,13
274,51,4888.13,95.85,112.83,2.21,25-Dec-16,12-Oct-21,34.35,13
310,20,4720.72,236.04,38.92,1.95,05-May-18,12-Oct-21,62.8,13
358,15,4385.06,292.34,19.96,1.33,22-Sep-19,12-Oct-21,50.07,13
363,50,4370.23,87.4,220.53,4.41,14-Aug-15,12-Oct-21,45.02,13
421,14,4171.91,297.99,41.91,2.99,29-Jul-16,12-Oct-21,135.79,13
566,40,3788.45,94.71,218.45,5.46,22-Apr-14,12-Oct-21,68.25,13
723,21,3426.39,163.16,87.84,4.18,21-Jun-20,12-Oct-21,22.76,13
807,27,3287.59,121.76,60.89,2.26,29-Aug-16,12-Oct-21,69.26,13
909,22,3140.89,142.77,105.19,4.78,31-May-20,12-Oct-21,22.68,13
954,19,3080.56,162.13,27.96,1.47,22-Aug-15,12-Oct-21,118.05,13
967,39,3071.38,78.75,70.88,1.82,31-Jan-16,12-Oct-21,53.36,13
1046,24,2980.84,124.2,84.84,3.54,17-Feb-19,12-Oct-21,40.33,13
1203,45,2809.12,62.42,143.72,3.19,29-May-20,12-Oct-21,11.13,13
1390,17,2663.02,156.65,74.87,4.4,23-Jan-17,12-Oct-21,101.35,13
1429,18,2636.48,146.47,73.88,4.1,14-Nov-20,12-Oct-21,18.44,13
1895,28,2382.62,85.09,111.82,3.99,03-Nov-20,12-Oct-21,12.25,13
2474,26,2128.19,81.85,110.79,4.26,04-Dec-20,12-Oct-21,12,13
2498,31,2118.33,68.33,90.63,2.92,13-Jan-21,12-Oct-21,8.77,13
2668,20,2059.73,102.99,72.93,3.65,19-Jan-21,12-Oct-21,13.3,13
2911,29,1988.67,68.57,125.77,4.34,18-Nov-17,12-Oct-21,49.1,13
3417,19,1858.31,97.81,107.81,5.67,24-Jun-18,12-Oct-21,63.47,13
4316,20,1680.08,84,97.8,4.89,02-Apr-17,12-Oct-21,82.7,13
4787,13,1607.62,123.66,74.87,5.76,14-Aug-20,12-Oct-21,32.62,13
5541,17,1501.36,88.32,71.86,4.23,27-Oct-20,12-Oct-21,20.59,13
6771,17,1372.66,80.74,80.86,4.76,23-May-19,12-Oct-21,51.35,13
7299,15,1327.15,88.48,62.84,4.19,01-Dec-14,12-Oct-21,167.13,13
8270,12,1253.92,104.49,22.92,1.91,18-Jul-14,12-Oct-21,220.25,13
8491,18,1237.15,68.73,87.85,4.88,26-Jun-20,12-Oct-21,26.28,13
14263,7,949.47,135.64,15.97,2.28,10-Oct-14,12-Oct-21,365.57,13
59941,6,368.77,61.46,21.92,3.65,16-Nov-14,12-Oct-21,420.33,13
120342,2,187.44,93.72,9.94,4.97,28-Nov-14,12-Oct-21,1255,13
123028,2,182.6,91.3,4.95,2.48,05-Dec-14,12-Oct-21,1251.5,13
146313,3,149.88,49.96,15.93,5.31,28-Nov-14,12-Oct-21,836.67,13
15,50,13180.85,263.62,133.75,2.68,14-May-19,11-Oct-21,17.62,14
142,41,5996.21,146.25,47.91,1.17,15-Jul-20,11-Oct-21,11.05,14
178,24,5560.69,231.7,123.69,5.15,10-Apr-17,11-Oct-21,68.54,14
195,20,5372.93,268.65,41.93,2.1,30-Jan-16,11-Oct-21,104.05,14
360,21,4383.45,208.74,76.85,3.66,27-Nov-19,11-Oct-21,32.57,14
375,19,4325.45,227.66,95.85,5.04,16-Sep-18,11-Oct-21,59,14
399,12,4235.91,352.99,49.91,4.16,21-May-17,11-Oct-21,133.67,14
483,35,3960.29,113.15,83.84,2.4,29-Nov-20,11-Oct-21,9.03,14
508,24,3887.22,161.97,64.87,2.7,16-Oct-18,11-Oct-21,45.46,14
530,59,3844.97,65.17,406.87,6.9,04-Feb-18,11-Oct-21,22.8,14
579,32,3766.54,117.7,27.99,0.87,30-Jul-15,11-Oct-21,70.78,14
626,21,3633.45,173.02,24.95,1.19,24-Sep-20,11-Oct-21,18.19,14
660,7,3572.96,510.42,25.96,3.71,11-Dec-19,11-Oct-21,95.71,14
724,20,3423.78,171.19,63.89,3.19,26-Jul-20,11-Oct-21,22.1,14
746,31,3391.92,109.42,121.77,3.93,27-Nov-17,11-Oct-21,45.61,14
861,14,3215.94,229.71,33.94,2.42,19-Apr-20,11-Oct-21,38.57,14
901,40,3152.79,78.82,117.79,2.94,25-Aug-20,11-Oct-21,10.3,14
960,4,3074.98,768.75,14.98,3.75,27-Sep-21,11-Oct-21,3.5,14
985,15,3042.22,202.81,25.97,1.73,09-Dec-17,11-Oct-21,93.47,14
1093,26,2929.34,112.67,82.84,3.19,29-Oct-20,11-Oct-21,13.35,14
1280,29,2757.96,95.1,75.86,2.62,12-Dec-18,11-Oct-21,35.66,14
1485,25,2602.49,104.1,81.84,3.27,09-Jan-21,11-Oct-21,11,14
1530,35,2578.74,73.68,169.67,4.85,29-Jul-20,11-Oct-21,12.54,14
1595,19,2541.07,133.74,83.87,4.41,30-Nov-20,11-Oct-21,16.58,14
1706,37,2479.64,67.02,79.8,2.16,28-Mar-17,11-Oct-21,44.81,14
1903,19,2378.04,125.16,83.84,4.41,24-Jun-18,11-Oct-21,63.42,14
1951,44,2357.57,53.58,150.42,3.42,22-Oct-19,11-Oct-21,16.36,14
2120,23,2269.26,98.66,71.86,3.12,17-Jul-19,11-Oct-21,35.52,14
2126,27,2267.37,83.98,74.37,2.75,13-Nov-20,11-Oct-21,12.3,14
2144,23,2259.8,98.25,105.8,4.6,07-Jan-20,11-Oct-21,27.96,14
2286,25,2196.48,87.86,120.78,4.83,31-Dec-20,11-Oct-21,11.36,14
2787,24,2020.53,84.19,87.83,3.66,27-Mar-19,11-Oct-21,38.71,14
3617,21,1811.73,86.27,93.83,4.47,13-Nov-19,11-Oct-21,33.24,14
4266,15,1686.71,112.45,84.91,5.66,05-Jun-21,11-Oct-21,8.53,14
8439,20,1241.41,62.07,94.81,4.74,21-May-20,11-Oct-21,25.4,14
9321,3,1183,394.33,0,0,03-Aug-14,11-Oct-21,875.33,14
10832,9,1096.04,121.78,21.84,2.43,17-May-14,11-Oct-21,300.44,14
10898,22,1091.74,49.62,87.24,3.97,02-Oct-21,11-Oct-21,0.41,14
11452,9,1063.44,118.16,34.94,3.88,17-Nov-14,11-Oct-21,280,14
14025,17,957.44,56.32,79.84,4.7,10-Jun-18,11-Oct-21,71.71,14
14709,16,933.34,58.33,57.89,3.62,18-Nov-14,11-Oct-21,157.44,14
17368,17,852.86,50.17,74.86,4.4,21-Oct-18,11-Oct-21,63.88,14
21854,9,746.34,82.93,45.84,5.09,29-Sep-14,11-Oct-21,285.44,14
31185,6,596.2,99.37,20.8,3.47,08-Jul-14,11-Oct-21,442,14
38092,6,521.16,86.86,23.96,3.99,03-Feb-15,11-Oct-21,407,14
54228,5,400.46,80.09,18.96,3.79,12-Jan-15,11-Oct-21,492.8,14
23,101,11828.92,117.12,292.62,2.9,20-Aug-16,10-Oct-21,18.58,15
50,55,8698.43,158.15,217.6,3.96,26-May-14,10-Oct-21,48.98,15
77,36,7477.36,207.7,79.76,2.22,27-May-14,10-Oct-21,74.81,15
128,17,6164.75,362.63,93.85,5.52,13-Jan-18,10-Oct-21,80.35,15
278,27,4873.54,180.5,93.84,3.48,13-Nov-20,10-Oct-21,12.26,15
367,16,4353,272.06,24.95,1.56,24-Nov-19,10-Oct-21,42.88,15
392,11,4259.12,387.19,17.97,1.63,25-Jul-19,10-Oct-21,73.45,15
697,22,3489.86,158.63,66.86,3.04,18-Aug-17,10-Oct-21,68.82,15
813,12,3282.46,273.54,49.31,4.11,25-Nov-17,10-Oct-21,117.92,15
820,29,3276.04,112.97,84.84,2.93,01-Sep-20,10-Oct-21,13.93,15
939,17,3095.7,182.1,53.9,3.17,28-Mar-20,10-Oct-21,33,15
994,9,3033.75,337.08,27.95,3.11,10-Mar-20,10-Oct-21,64.33,15
1233,27,2789.03,103.3,95.83,3.55,25-Jul-20,10-Oct-21,16.37,15
1563,21,2559.85,121.9,78.85,3.75,14-Aug-19,10-Oct-21,37.52,15
1876,25,2389.61,95.58,94.81,3.79,26-Dec-17,10-Oct-21,55.36,15
2879,18,1997.83,110.99,98.83,5.49,01-Jul-20,10-Oct-21,25.89,15
3130,15,1924.13,128.28,27.88,1.86,26-May-14,10-Oct-21,179.6,15
3631,25,1809.32,72.37,89.82,3.59,27-Oct-20,10-Oct-21,13.92,15
8434,23,1241.73,53.99,94.83,4.12,10-May-20,10-Oct-21,22.52,15
37966,3,522.5,174.17,0,0,09-Dec-14,10-Oct-21,832.33,15
38222,2,519.98,259.99,10.98,5.49,29-Mar-15,10-Oct-21,1193.5,15
39098,4,511.44,127.86,10.94,2.74,30-Jun-14,10-Oct-21,664.75,15
52867,5,408.89,81.78,14.89,2.98,02-Apr-15,10-Oct-21,476.6,15
12,79,13775.96,174.38,213.61,2.7,03-Jan-19,09-Oct-21,12.78,16
81,49,7368.47,150.38,226.47,4.62,15-Jun-14,09-Oct-21,54.55,16
350,13,4428.62,340.66,37.92,2.92,24-Oct-17,09-Oct-21,111.23,16
362,13,4373.75,336.44,8,0.62,29-Dec-16,09-Oct-21,134.23,16
525,11,3858.6,350.78,30.95,2.81,26-Nov-18,09-Oct-21,95.27,16
789,9,3316.96,368.55,23.96,2.66,18-Aug-21,09-Oct-21,5.78,16
1543,19,2571.84,135.36,85.84,4.52,24-Aug-18,09-Oct-21,60.11,16
1699,20,2487.61,124.38,79.86,3.99,23-May-20,09-Oct-21,25.2,16
2043,23,2306.56,100.29,73.86,3.21,18-Oct-20,09-Oct-21,15.48,16
2752,34,2032.74,59.79,76.87,2.26,05-Aug-16,09-Oct-21,55.62,16
3257,22,1890.55,85.93,79.85,3.63,04-Oct-20,09-Oct-21,16.82,16
3286,25,1884.05,75.36,77.85,3.11,24-May-20,09-Oct-21,20.12,16
3801,19,1773.84,93.36,87.84,4.62,06-Jan-20,09-Oct-21,33.79,16
3802,19,1773.32,93.33,105.82,5.57,25-Dec-19,09-Oct-21,34.42,16
4597,28,1636.6,58.45,108.3,3.87,14-Nov-20,09-Oct-21,11.75,16
4966,17,1579.41,92.91,71.86,4.23,27-Oct-19,09-Oct-21,41.94,16
7723,23,1294.01,56.26,76.85,3.34,23-Oct-20,09-Oct-21,15.26,16
87672,4,261.94,65.49,11.94,2.99,06-Mar-15,09-Oct-21,602.25,16
101433,3,225.45,75.15,5.95,1.98,22-Jun-14,09-Oct-21,888.67,16
33,41,10210.14,249.03,138.74,3.38,21-Feb-18,08-Oct-21,32.32,17
37,47,9378.67,199.55,132.82,2.83,11-Sep-16,08-Oct-21,39.43,17
355,40,4403.07,110.08,128.77,3.22,27-Nov-19,08-Oct-21,17.03,17
407,17,4221.44,248.32,44.94,2.64,18-Sep-15,08-Oct-21,130.12,17
458,38,4032.08,106.11,60.88,1.6,08-Jul-20,08-Oct-21,12.03,17
599,19,3710.8,195.31,58.9,3.1,03-Jan-20,08-Oct-21,33.89,17
684,31,3515.76,113.41,137.76,4.44,25-Nov-20,08-Oct-21,10.23,17
797,22,3301.84,150.08,89.84,4.08,04-Sep-16,08-Oct-21,84.55,17
817,34,3278.52,96.43,144.72,4.26,28-Mar-20,08-Oct-21,16.44,17
953,21,3080.59,146.69,61.89,2.95,15-Feb-16,08-Oct-21,98.19,17
2389,23,2156.93,93.78,99.83,4.34,15-Apr-17,08-Oct-21,71.17,17
2849,21,2006.51,95.55,105.81,5.04,05-Jul-19,08-Oct-21,39.33,17
3000,21,1959.16,93.29,71.86,3.42,16-Nov-20,08-Oct-21,15.52,17
3621,19,1810.55,95.29,76.85,4.04,05-Apr-20,08-Oct-21,29,17
6265,13,1421.48,109.34,74.88,5.76,01-Jun-18,08-Oct-21,94.23,17
21586,15,751.64,50.11,7.99,0.53,14-Feb-14,08-Oct-21,186.2,17
28006,57,639.68,11.22,241.58,4.24,25-Jul-18,08-Oct-21,20.54,17
28435,3,633.95,211.32,4.95,1.65,30-Dec-14,08-Oct-21,824.67,17
45618,6,457.87,76.31,19.92,3.32,29-Nov-14,08-Oct-21,417.5,17
107845,3,210.99,70.33,4.99,1.66,25-Dec-14,08-Oct-21,826.33,17
121,38,6295.59,165.67,91.84,2.42,01-Feb-18,07-Oct-21,35.37,18
161,29,5790.7,199.68,109.6,3.78,07-Jul-14,07-Oct-21,91.34,18
289,35,4804.68,137.28,203.68,5.82,06-Aug-19,07-Oct-21,22.66,18
332,36,4557.18,126.59,88.83,2.47,17-Dec-20,07-Oct-21,8.17,18
369,25,4340.85,173.63,84.95,3.4,08-Jun-20,07-Oct-21,19.44,18
370,35,4339.42,123.98,99.82,2.85,25-Apr-20,07-Oct-21,15.14,18
379,46,4304.76,93.58,174.66,3.8,12-Jun-18,07-Oct-21,26.37,18
454,34,4042.72,118.9,121.77,3.58,21-Oct-19,07-Oct-21,21.09,18
636,31,3622.23,116.85,134.73,4.35,01-Jan-20,07-Oct-21,20.81,18
667,18,3561.63,197.87,47.63,2.65,08-Sep-20,07-Oct-21,21.89,18
685,15,3514.19,234.28,29.94,2,25-Dec-17,07-Oct-21,92.13,18
688,16,3507.54,219.22,42.94,2.68,29-Jun-18,07-Oct-21,74.75,18
713,20,3444.33,172.22,92.83,4.64,31-May-18,07-Oct-21,61.25,18
755,22,3376.73,153.49,87.83,3.99,24-Sep-17,07-Oct-21,67,18
793,25,3310.88,132.44,132.88,5.32,21-Jun-18,07-Oct-21,48.16,18
1140,24,2876.79,119.87,102.79,4.28,11-Sep-17,07-Oct-21,61.96,18
1939,23,2361.4,102.67,75.85,3.3,24-Jul-17,07-Oct-21,66.78,18
2395,17,2154.99,126.76,70.89,4.17,05-Jan-21,07-Oct-21,16.18,18
2768,20,2027.55,101.38,74.85,3.74,23-Oct-18,07-Oct-21,54,18
3913,17,1749.25,102.9,75.85,4.46,24-Apr-20,07-Oct-21,31.24,18
4214,19,1694.8,89.2,75.85,3.99,28-Nov-19,07-Oct-21,35.74,18
5099,17,1560.45,91.79,84.85,4.99,30-Mar-20,07-Oct-21,32.71,18
13776,16,966.26,60.39,77.86,4.87,04-Jan-18,07-Oct-21,85.75,18
14816,18,929.66,51.65,77.86,4.33,05-May-20,07-Oct-21,28.89,18
44257,3,467.74,155.91,7.99,2.66,26-May-14,07-Oct-21,897,18
172,22,5645.94,256.63,95.84,4.36,06-Nov-18,06-Oct-21,48.41,19
176,28,5568.11,198.86,100.11,3.58,17-Jun-15,06-Oct-21,82.25,19
262,22,4940.29,224.56,83.84,3.81,10-Feb-18,06-Oct-21,60.64,19
300,39,4761.04,122.08,45.94,1.18,05-Jan-17,06-Oct-21,44.49,19
302,27,4753.25,176.05,116.8,4.33,06-May-20,06-Oct-21,19.19,19
380,36,4301.37,119.48,129.77,3.6,19-Dec-18,06-Oct-21,28.39,19
384,10,4274.19,427.42,17.89,1.79,07-Jun-21,06-Oct-21,12.1,19
441,19,4100.07,215.79,27.07,1.42,03-Jul-18,06-Oct-21,62.68,19
760,19,3366.33,177.18,94.83,4.99,30-Dec-19,06-Oct-21,34,19
867,20,3207.94,160.4,55.89,2.79,13-Sep-17,06-Oct-21,74.2,19
1012,29,3013.36,103.91,139.76,4.82,26-Mar-20,06-Oct-21,19.28,19
1223,21,2793.38,133.02,76.88,3.66,23-Nov-17,06-Oct-21,67.29,19
1511,24,2586.86,107.79,96.81,4.03,02-Nov-17,06-Oct-21,59.75,19
1856,24,2399.03,99.96,125.78,5.24,31-Oct-17,06-Oct-21,59.83,19
2005,27,2330.31,86.31,103.81,3.84,30-Sep-20,06-Oct-21,13.74,19
2171,22,2244.81,102.04,103.81,4.72,03-Feb-20,06-Oct-21,27.77,19
2415,17,2147.9,126.35,87.85,5.17,16-Sep-20,06-Oct-21,22.65,19
2475,16,2128.07,133,72.87,4.55,24-Aug-18,06-Oct-21,71.19,19
3011,28,1956.04,69.86,83.84,2.99,10-Mar-20,06-Oct-21,20.54,19
